quote,author,predicted_tags
Most people are too stupid to act in their own interest,Friedrich Nietzsche,"('humanity', 'people', 'world')"
A very popular error: having the courage of one's convictions; rather it is a matter of having the courage for an attack on one's convictions.,Friedrich Nietzsche,"('courage', 'life', 'wisdom')"
What is the seal of liberation? Not to be ashamed in front of oneself.,Friedrich Nietzsche,"('education', 'freedom', 'people')"
The man who does not wish to be one of the mass only needs to cease to be easy on himself.,Friedrich Nietzsche,"('leadership', 'man', 'politics')"
"""Belief in the truth commences with the doubting of all those ""truths"" we once believed.""",Friedrich Nietzsche,"('belief', 'faith', 'truth')"
"One man runs to his neighbor because he is looking for himself, and another because he wants to loose himself. Your bad love of yourselves makes solitude a prison for you.",Friedrich Nietzsche,"('humanity', 'love', 'society')"
"But he who is hated by the people, as the wolf by the dogs - is the free spirit, the enemy of fetters, the non-adorer, the dweller in the woods.",Friedrich Nietzsche,"('courage', 'humor', 'humour')"
"The visionary lies to himself, the liar only to others.",Friedrich Nietzsche,"('leadership', 'philosophy', 'truth')"
Cynicism is the only form in which base souls approach honesty.,Friedrich Nietzsche,"('religion', 'soul', 'truth')"
"Most thinkers write badly, because they communicate not only their thoughts, but also the thinking of them.",Friedrich Nietzsche,"('philosophy', 'poetry', 'writing')"
It is the business of the very few to be independent; it is a privilege of the strong.,Friedrich Nietzsche,"('freedom', 'inspirational', 'power')"
A moral system valid for all is basically immoral.,Friedrich Nietzsche,"('good', 'life', 'society')"
"I am opposed to socialism because it dreams ingenuously of good, truth, beauty, and equal rights.",Friedrich Nietzsche,"('me', 'people', 'poetry')"
"Cows sometimes wear an expression resembling wonderment arrested on its way to becoming a question. In the eye of superior intelligence, on the other hand, lies the nil admirari spread out like the monotony of a cloudless sky.",Friedrich Nietzsche,"('freedom', 'humanity', 'humor')"
Perhaps I know best why it is man alone who laughs; he alone suffers so deeply that he had to invent laughter.,Friedrich Nietzsche,"('happiness', 'man', 'women')"
"Freedom is the will to be responsible for ourselves. It is to preserve the distance which separates us from other men. To grow more indifferent to hardship, to severity, to privation, and even to life itself.",Friedrich Nietzsche,"('courage', 'freedom', 'life')"
Sit as little as possible. Give no credence to any thought that,Friedrich Nietzsche,"('humor', 'life', 'time')"
was not born outdoors while moving about freely.,Friedrich Nietzsche,"('children', 'life', 'nature')"
"Morality is neither rational nor absolute nor natural. World has known many moral systems, each of which advances claims universality; all moral systems are therefore particular, serving a specific purpose for their propagators or creators, and enforcing a certain regime that disciplines human beings for social life by narrowing our perspectives and limiting our horizons.",Friedrich Nietzsche,"('religion', 'science', 'society')"
"I hate who steals my solitude, without really offer me in exchange company.",Friedrich Nietzsche,"('love', 'me', 'work')"
There is an old illusion. It is called good and evil.,Friedrich Nietzsche,"('good', 'philosophy', 'reality')"
"A woman may very well form a friendship with a man, but for this to endure, it must be assisted by a little physical antipathy.",Friedrich Nietzsche,"('friendship', 'love', 'pain')"
"Untroubled, scornful, outrageous - that is how wisdom wants us to be: she is a woman and never loves anyone but a warrior.",Friedrich Nietzsche,"('love', 'power', 'women')"
"Error has made man so deep, sensitive, and inventive that he has put forth such blossoms as religions and arts. Pure knowledge could not have been capable of it.",Friedrich Nietzsche,"('knowledge', 'man', 'religion')"
"I climb upon the highest mountains, laughing at all tragedies - whether real or imaginary.",Friedrich Nietzsche,"('fear', 'humor', 'life')"
"The man loves danger and sport. That is why he loves woman, the most dangerous of all sports.",Friedrich Nietzsche,"('love', 'man', 'men')"
To have and to want more that is life.,Friedrich Nietzsche,"('life', 'living', 'love')"
"Original minds are not distinguished by being the first to see a new thing, but instead by seeing the old, familiar thing that is over-looked as something new.",Friedrich Nietzsche,"('change', 'leadership', 'mind')"
"When a hundred men stand together, each of them loses his mind and gets another one.",Friedrich Nietzsche,"('love', 'men', 'mind')"
"Our faith in others betrays that we would rather have faith in ourselves. Our longing for a friend is our betrayer. And often with our love we want merely to overcome envy. And often we attack and make ourselves enemies, to conceal that we are vulnerable.",Friedrich Nietzsche,"('faith', 'friendship', 'love')"
"Our salvation lies not in knowing, but in creating!",Friedrich Nietzsche,"('god', 'inspirational', 'life')"
"We do not hate as long as we still attach a lesser value, but only when we attach an equal or a greater value.",Friedrich Nietzsche,"('love', 'wisdom', 'writing')"
"Marriage was contrived for ordinary people, for people who are capable of neither great love nor great friendship, which is to say, for most people--but also for those exceptionally rare ones who are capable of love as well as of friendship.",Friedrich Nietzsche,"('friendship', 'love', 'marriage')"
Every step forward is made at the cost of mental and physical pain to someone.,Friedrich Nietzsche,"('inspirationalquotes', 'pain', 'wisdom')"
"... art approaches as a saving sorceress, expert at healing. She alone knows how to turn these nauseous thoughts about the horror or absurdity of existence into notions with which one can live.",Friedrich Nietzsche,"('art', 'beauty', 'fantasy')"
"My formula for greatness in a human being is amor fati: that one wants nothing to be other than it is, not in the future, not in the past, not in all eternity.",Friedrich Nietzsche,"('great', 'humanity', 'life')"
"You must climb above yourself-up and beyond, until you have even your stars under you.",Friedrich Nietzsche,"('inspirational', 'inspirationalquotes', 'motivationalquotes')"
"You lack the courage to be consumed in flames and to become ashes: so you will never become new, and never young again!",Friedrich Nietzsche,"('inspirational', 'life', 'love')"
"Shared joys make a friend, not shared sufferings.",Friedrich Nietzsche,"('friendship', 'happiness', 'joy')"
"The more you let yourself go, the less others let you go.",Friedrich Nietzsche,"('life', 'love', 'philosophy')"
Every man has his price. This is not true. But for every man there exists a bait which he cannot resist swallowing.,Friedrich Nietzsche,"('leadership', 'man', 'men')"
"Whatever harm the evil may do, the harm done by the good is the most harmful harm.",Friedrich Nietzsche,"('good', 'inspirational', 'knowledge')"
"Profundity of thought belongs to youth, clarity of thought to old age.",Friedrich Nietzsche,"('creativity', 'inspirational', 'mind')"
"Even truthfulness is but one means to knowledge, a ladder--but not the ladder.",Friedrich Nietzsche,"('knowledge', 'truth', 'wisdom')"
Is life not a thousand times too short for us to bore ourselves?,Friedrich Nietzsche,"('inspirational', 'life', 'time')"
What makes us heroic?--Confronting simultaneously our supreme suffering and our supreme hope.,Friedrich Nietzsche,"('hope', 'humanity', 'spiritual')"
Be a free thinker and don't accept everything you hear as truth. Be critical and evaluate what you believe in.,Aristotle,"('faith', 'inspirational', 'truth')"
"Excellence is never an accident. It is always the result of high intention, sincere effort, and intelligent execution; it represents the wise choice of many alternatives - choice, not chance, determines your destiny.",Aristotle,"('leadership', 'life', 'success')"
"To appreciate the beauty of a snow flake, it is necessary to stand out in the cold.",Aristotle,"('fear', 'nature', 'poetry')"
He who cannot be a good follower cannot be a good leader.,Aristotle,"('inspirational', 'knowledge', 'leadership')"
The weak are always anxious for justice and equality. The strong pay no heed to either.,Aristotle,"('happiness', 'inspirational', 'war')"
Courage is the first virtue that makes all other virtues possible.,Aristotle,"('courage', 'nature', 'philosophy')"
